 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ni78          ni79          ni80          ni81          ni82          ni83          cu52          cu53 
    360  1.656939516385E-01  8.628575E-05  1.318605E-09  1.069453E-06  3.598895E-12  2.398272E-11  4.799155E-19  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  8.622520E-05  1.331612E-09  1.265564E-06  4.240137E-12  3.206947E-11  6.154939E-19  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  8.614288E-05  1.343801E-09  1.482852E-06  4.948051E-12  4.217301E-11  7.782452E-19  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  8.595006E-05  1.362380E-09  1.899588E-06  6.299896E-12  6.473566E-11  1.123923E-18  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  8.578357E-05  1.373545E-09  2.213394E-06  7.313486E-12  8.441292E-11  1.411164E-18  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  8.555817E-05  1.384658E-09  2.599088E-06  8.555466E-12  1.115771E-10  1.793170E-18  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  8.497232E-05  1.403542E-09  3.502294E-06  1.144968E-11  1.877644E-10  2.803093E-18  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  8.417415E-05  1.417554E-09  4.613122E-06  1.498928E-11  3.044174E-10  4.244955E-18  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  8.329352E-05  1.425590E-09  5.761724E-06  1.863120E-11  4.509809E-10  5.947726E-18  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  8.225520E-05  1.429231E-09  7.054804E-06  2.271456E-11  6.465776E-10  8.102178E-18  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  8.094650E-05  1.428567E-09  8.629979E-06  2.766840E-11  9.288527E-10  1.105034E-17  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  7.930050E-05  1.422085E-09  1.055251E-05  3.369110E-11  1.338107E-09  1.510451E-17  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  7.742535E-05  1.409982E-09  1.269530E-05  4.037638E-11  1.880819E-09  2.019927E-17  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  7.478366E-05  1.386808E-09  1.565358E-05  4.956824E-11  2.783828E-09  2.821489E-17  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  7.175849E-05  1.354608E-09  1.898886E-05  5.988401E-11  4.029816E-09  3.861920E-17  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  6.784184E-05  1.306366E-09  2.324914E-05  7.300117E-11  6.003444E-09  5.409850E-17  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  6.361510E-05  1.248629E-09  2.780232E-05  8.695299E-11  8.648049E-09  7.351648E-17  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  5.854349E-05  1.173265E-09  3.322269E-05  1.034852E-10  1.263864E-08  1.009396E-16  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  5.308495E-05  1.086587E-09  3.902641E-05  1.210970E-10  1.815716E-08  1.362655E-16  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  4.405492E-05  9.326951E-10  4.858739E-05  1.499191E-10  3.104924E-08  2.114248E-16  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  3.524644E-05  7.719620E-10  5.790364E-05  1.777596E-10  5.068214E-08  3.136910E-16  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  2.783961E-05  6.292739E-10  6.575918E-05  2.010181E-10  7.676255E-08  4.356039E-16  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  2.181247E-05  5.079297E-10  7.219030E-05  2.198757E-10  1.101078E-07  5.765789E-16  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.700950E-05  4.074929E-10  7.736217E-05  2.348855E-10  1.518660E-07  7.374922E-16  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.314270E-05  3.238800E-10  8.158070E-05  2.469871E-10  2.051505E-07  9.252974E-16  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  1.028078E-05  2.600815E-10  8.475503E-05  2.559793E-10  2.672171E-07  1.126488E-15  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  8.048699E-06  2.089547E-10  8.728167E-05  2.630385E-10  3.432390E-07  1.354660E-15  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  6.080856E-06  1.626483E-10  8.957030E-05  2.693270E-10  4.520105E-07  1.655059E-15  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  4.712170E-06  1.295842E-10  9.121598E-05  2.737611E-10  5.784826E-07  1.977168E-15  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  3.502273E-06  9.963667E-11  9.273333E-05  2.777530E-10  7.718170E-07  2.427338E-15  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  2.684025E-06  7.892129E-11  9.381055E-05  2.805044E-10  1.009534E-06  2.931124E-15  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  2.045384E-06  6.250349E-11  9.469306E-05  2.826761E-10  1.359413E-06  3.600212E-15  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.652228E-06  5.238779E-11  9.525381E-05  2.839878E-10  1.778083E-06  4.317152E-15  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.287234E-06  4.345917E-11  9.574047E-05  2.850039E-10  2.700104E-06  5.672081E-15  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.184012E-06  4.145587E-11  9.582158E-05  2.850912E-10  3.359509E-06  6.500452E-15  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.128639E-06  4.101551E-11  9.579113E-05  2.849111E-10  4.126184E-06  7.349641E-15  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.106430E-06  4.213768E-11  9.563150E-05  2.844152E-10  5.212546E-06  8.379687E-15  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.115036E-06  4.435370E-11  9.539972E-05  2.837916E-10  6.325846E-06  9.259399E-15  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  1.138413E-06  4.728508E-11  9.512154E-05  2.831060E-10  7.512872E-06  1.002995E-14  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  1.170372E-06  5.103788E-11  9.478239E-05  2.823432E-10  8.917810E-06  1.074627E-14  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  1.198180E-06  5.483708E-11  9.444074E-05  2.816577E-10  1.035594E-05  1.128454E-14  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.219897E-06  6.024581E-11  9.392084E-05  2.807971E-10  1.264472E-05  1.178083E-14  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  1.217592E-06  6.290979E-11  9.362815E-05  2.804236E-10  1.398554E-05  1.188570E-14  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  1.203174E-06  6.538946E-11  9.331407E-05  2.801208E-10  1.545063E-05  1.185681E-14  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.153398E-06  6.889361E-11  9.276234E-05  2.798575E-10  1.804233E-05  1.147071E-14  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.093801E-06  7.140907E-11  9.228315E-05  2.799509E-10  2.027869E-05  1.082988E-14  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.036039E-06  7.351981E-11  9.187251E-05  2.803400E-10  2.218863E-05  1.008652E-14  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  9.849314E-07  7.545062E-11  9.153202E-05  2.809576E-10  2.378719E-05  9.345082E-15  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  9.407114E-07  7.729519E-11  9.125218E-05  2.817422E-10  2.513079E-05  8.650788E-15  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  8.751720E-07  8.048662E-11  9.086715E-05  2.834330E-10  2.707159E-05  7.556582E-15  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  8.401068E-07  8.247447E-11  9.067964E-05  2.846472E-10  2.808500E-05  6.953068E-15  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  8.086599E-07  8.444798E-11  9.052505E-05  2.859487E-10  2.897670E-05  6.409602E-15  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  7.723042E-07  8.697241E-11  9.036482E-05  2.877318E-10  2.998423E-05  5.786875E-15  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  7.373166E-07  8.966252E-11  9.023168E-05  2.897576E-10  3.092672E-05  5.201350E-15  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  6.847100E-07  9.421546E-11  9.007480E-05  2.934394E-10  3.228651E-05  4.362512E-15  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  6.383351E-07  9.876152E-11  8.998314E-05  2.973901E-10  3.342199E-05  3.678289E-15  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  5.978174E-07  1.031649E-10  8.994055E-05  3.014463E-10  3.436248E-05  3.130567E-15  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  5.394788E-07  1.102664E-10  8.994181E-05  3.084104E-10  3.563053E-05  2.430734E-15  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  5.099536E-07  1.142349E-10  8.997068E-05  3.125082E-10  3.623404E-05  2.117212E-15  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  4.821950E-07  1.182197E-10  9.001508E-05  3.167602E-10  3.677868E-05  1.847030E-15  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  4.549762E-07  1.223887E-10  9.007482E-05  3.213476E-10  3.729196E-05  1.604639E-15  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  4.285401E-07  1.267122E-10  9.014822E-05  3.262466E-10  3.777149E-05  1.389858E-15  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  3.855957E-07  1.343984E-10  9.030005E-05  3.352879E-10  3.851248E-05  1.082146E-15  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  3.629250E-07  1.388395E-10  9.039677E-05  3.406940E-10  3.888563E-05  9.391816E-16  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  3.423608E-07  1.431346E-10  9.049466E-05  3.460419E-10  3.921384E-05  8.205049E-16  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  3.027511E-07  1.522544E-10  9.071157E-05  3.577619E-10  3.981983E-05  6.196714E-16  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  2.716799E-07  1.603617E-10  9.090947E-05  3.685741E-10  4.027232E-05  4.860520E-16  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  2.443601E-07  1.683699E-10  9.110545E-05  3.795941E-10  4.065452E-05  3.846446E-16  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  2.187373E-07  1.768227E-10  9.130982E-05  3.915735E-10  4.100030E-05  3.023012E-16  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.966744E-07  1.850193E-10  9.150352E-05  4.035166E-10  4.128862E-05  2.406858E-16  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.753297E-07  1.939708E-10  9.170845E-05  4.169155E-10  4.155959E-05  1.887889E-16  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.577426E-07  2.022972E-10  9.189192E-05  4.297044E-10  4.177719E-05  1.514291E-16  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.293191E-07  2.181865E-10  9.222111E-05  4.549629E-10  4.211856E-05  1.007594E-16  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.049657E-07  2.352121E-10  9.254215E-05  4.832582E-10  4.240161E-05  6.628888E-17  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  8.444075E-08  2.533317E-10  9.284809E-05  5.147832E-10  4.263431E-05  4.322469E-17  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  6.774462E-08  2.720476E-10  9.312701E-05  5.489078E-10  4.282079E-05  2.827599E-17  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  5.454999E-08  2.907907E-10  9.337084E-05  5.847395E-10  4.296773E-05  1.877280E-17  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  3.825568E-08  3.221792E-10  9.370597E-05  6.486557E-10  4.315287E-05  9.738106E-18  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  2.717027E-08  3.531774E-10  9.395560E-05  7.169628E-10  4.328808E-05  5.251755E-18  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.960572E-08  3.833499E-10  9.412901E-05  7.888471E-10  4.339356E-05  2.949526E-18  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.403884E-08  4.148164E-10  9.424370E-05  8.700130E-10  4.348919E-05  1.650583E-18  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.005121E-08  4.468817E-10  9.429717E-05  9.598692E-10  4.358082E-05  9.306106E-19  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  7.266007E-09  4.786170E-10  9.429201E-05  1.056650E-09  4.367222E-05  5.359247E-19  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  4.341146E-09  5.304766E-10  9.416886E-05  1.233961E-09  4.383495E-05  2.229697E-19  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.703830E-09  5.806521E-10  9.392277E-05  1.432366E-09  4.402014E-05  9.741438E-20  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.774155E-09  6.292165E-10  9.356827E-05  1.656147E-09  4.423655E-05  4.397457E-20  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.261045E-09  6.746480E-10  9.312636E-05  1.903290E-09  4.448364E-05  2.070657E-20  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  8.886588E-10  7.400596E-10  9.224651E-05  2.363733E-09  4.495786E-05  6.488797E-21  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  8.014543E-10  7.897140E-10  9.118595E-05  2.912760E-09  4.553190E-05  2.148240E-21  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  8.543584E-10  8.130261E-10  8.995661E-05  3.571770E-09  4.621749E-05  7.341646E-22  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  9.900046E-10  7.957234E-10  8.854086E-05  4.379736E-09  4.704094E-05  2.519428E-22  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.182245E-09  7.289422E-10  8.695748E-05  5.356186E-09  4.800478E-05  8.754892E-23  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.425257E-09  6.220968E-10  8.516537E-05  6.553124E-09  4.914018E-05  3.012058E-23  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.719933E-09  5.062301E-10  8.312208E-05  8.019657E-09  5.047098E-05  1.019881E-23  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.058433E-09  4.177781E-10  8.086554E-05  9.738816E-09  5.196223E-05  3.511243E-24  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.450663E-09  3.683316E-10  7.833808E-05  1.176335E-08  5.364416E-05  1.201362E-24  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.910585E-09  3.552344E-10  7.548926E-05  1.414786E-08  5.554895E-05  4.006929E-25  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  3.758606E-09  3.868395E-10  7.057955E-05  1.844460E-08  5.885028E-05  7.184078E-26  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  4.817071E-09  4.580707E-10  6.508983E-05  2.335148E-08  6.255464E-05  1.230850E-26  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  6.367029E-09  5.733654E-10  5.827181E-05  2.913727E-08  6.711639E-05  1.400845E-27  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  8.356708E-09  7.193269E-10  5.138682E-05  3.390027E-08  7.156304E-05  1.630781E-28  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.094966E-08  9.007538E-10  4.487976E-05  3.657282E-08  7.543192E-05  3.340912E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.619960E-08  1.241966E-09  3.703312E-05  3.624460E-08  7.913084E-05  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  2.294609E-08  1.643192E-09  3.203178E-05  3.346623E-08  8.019705E-05  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  3.223150E-08  2.148509E-09  2.872975E-05  3.039525E-08  7.950168E-05  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  4.345764E-08  2.709255E-09  2.679186E-05  2.809028E-08  7.783606E-05  1.240286E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  5.730978E-08  3.347936E-09  2.557565E-05  2.640369E-08  7.566440E-05  1.243578E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  7.466633E-08  4.089055E-09  2.478825E-05  2.515197E-08  7.317780E-05  1.008256E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  9.454728E-08  4.879354E-09  2.431356E-05  2.427435E-08  7.070782E-05  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.374886E-07  6.440478E-09  2.387144E-05  2.321996E-08  6.643922E-05  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.683256E-07  7.475358E-09  2.374453E-05  2.277212E-08  6.399955E-05  1.000007E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  2.037311E-07  8.600137E-09  2.367440E-05  2.240297E-08  6.163357E-05  1.000001E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  2.779753E-07  1.080001E-08  2.362831E-05  2.187425E-08  5.767783E-05  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  3.457268E-07  1.267305E-08  2.362317E-05  2.153175E-08  5.484074E-05  1.000000E-30  1.000000E-30  1.000000E-30
