 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                na30          na31          na32          na33          na34          mg20          mg21          mg22 
    360  1.656939516385E-01  6.313407E-16  2.220998E-12  5.013608E-13  7.837869E-17  1.230035E-20  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  6.808036E-16  2.619778E-12  6.507550E-13  1.048844E-16  1.716003E-20  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  7.328618E-16  3.057079E-12  8.312453E-13  1.378961E-16  2.346822E-20  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  8.257795E-16  3.878005E-12  1.214749E-12  2.108224E-16  3.816484E-20  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  8.919116E-16  4.486577E-12  1.534950E-12  2.740089E-16  5.155477E-20  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  9.684965E-16  5.215397E-12  1.957279E-12  3.598753E-16  7.050699E-20  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.136538E-15  6.876640E-12  3.071357E-12  5.970378E-16  1.262490E-19  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  1.325552E-15  8.823915E-12  4.636567E-12  9.493779E-16  2.156049E-19  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  1.508729E-15  1.076054E-11  6.462891E-12  1.381208E-15  3.326810E-19  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  1.703222E-15  1.285169E-11  8.733257E-12  1.941676E-15  4.938142E-19  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  1.930314E-15  1.531722E-11  1.180596E-11  2.732998E-15  7.348014E-19  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.194602E-15  1.820077E-11  1.594833E-11  3.846785E-15  1.094506E-18  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  2.481590E-15  2.132877E-11  2.111519E-11  5.296486E-15  1.590615E-18  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  2.865813E-15  2.548857E-11  2.911035E-11  7.644186E-15  2.445486E-18  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  3.296032E-15  3.008694E-11  3.947499E-11  1.083799E-14  3.687253E-18  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  3.844831E-15  3.583311E-11  5.482103E-11  1.581136E-14  5.758469E-18  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  4.448005E-15  4.198433E-11  7.434085E-11  2.247258E-14  8.734130E-18  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  5.196552E-15  4.935682E-11  1.023292E-10  3.254133E-14  1.356671E-17  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  6.062540E-15  5.754005E-11  1.397321E-10  4.675693E-14  2.091775E-17  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  7.695409E-15  7.198639E-11  2.243143E-10  8.134093E-14  4.067679E-17  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  9.689698E-15  8.803236E-11  3.512699E-10  1.379559E-13  7.706218E-17  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.190608E-14  1.040681E-10  5.209961E-10  2.201748E-13  1.361644E-16  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.436027E-14  1.199349E-10  7.418333E-10  3.357162E-13  2.283333E-16  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.707094E-14  1.354526E-10  1.023242E-09  4.940452E-13  3.676641E-16  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  2.016639E-14  1.509888E-10  1.389306E-09  7.150813E-13  5.816458E-16  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  2.342955E-14  1.652718E-10  1.822909E-09  9.951687E-13  8.785750E-16  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  2.706049E-14  1.789268E-10  2.358440E-09  1.364165E-12  1.305279E-15  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  3.179371E-14  1.939459E-10  3.133077E-09  1.936280E-12  2.031626E-15  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  3.677395E-14  2.068012E-10  4.032732E-09  2.649607E-12  3.027581E-15  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  4.369747E-14  2.208249E-10  5.411553E-09  3.830377E-12  4.855407E-15  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  5.139287E-14  2.322944E-10  7.097548E-09  5.398872E-12  7.566519E-15  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  6.167560E-14  2.424204E-10  9.566324E-09  7.910380E-12  1.245577E-14  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  7.295600E-14  2.487368E-10  1.251469E-08  1.120427E-11  1.971163E-14  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  9.559386E-14  2.515463E-10  1.903226E-08  1.947611E-11  4.129385E-14  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.108301E-13  2.489558E-10  2.377335E-08  2.626324E-11  6.197092E-14  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.281053E-13  2.432548E-10  2.941588E-08  3.511776E-11  9.235396E-14  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  1.524015E-13  2.326347E-10  3.773109E-08  4.962017E-11  1.493916E-13  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  1.776127E-13  2.200801E-10  4.672090E-08  6.716410E-11  2.290235E-13  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  2.053288E-13  2.056058E-10  5.692320E-08  8.935486E-11  3.446026E-13  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  2.397880E-13  1.878548E-10  6.995984E-08  1.211925E-10  5.365065E-13  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  2.774302E-13  1.696210E-10  8.454037E-08  1.614387E-10  8.191396E-13  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  3.434792E-13  1.411567E-10  1.107645E-07  2.464560E-10  1.549132E-12  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  3.862642E-13  1.252594E-10  1.281129E-07  3.120305E-10  2.226151E-12  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  4.369167E-13  1.085930E-10  1.489784E-07  4.013917E-10  3.298981E-12  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  5.372403E-13  8.193560E-11  1.913975E-07  6.221123E-10  6.652260E-12  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  6.350759E-13  6.220966E-11  2.343121E-07  9.077972E-10  1.241672E-11  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  7.261418E-13  4.820753E-11  2.759089E-07  1.259132E-09  2.166819E-11  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  8.064999E-13  3.864342E-11  3.141851E-07  1.664991E-09  3.534073E-11  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  8.758350E-13  3.215106E-11  3.485787E-07  2.117070E-09  5.441238E-11  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  9.765266E-13  2.515028E-11  4.010588E-07  3.029267E-09  1.057641E-10  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  1.028203E-12  2.256102E-11  4.292511E-07  3.676737E-09  1.531369E-10  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  1.072596E-12  2.081288E-11  4.541294E-07  4.379942E-09  2.155035E-10  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.121083E-12  1.937259E-11  4.818931E-07  5.369939E-09  3.236291E-10  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.164444E-12  1.847631E-11  5.070362E-07  6.542003E-09  4.843997E-10  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.223057E-12  1.780336E-11  5.406514E-07  8.821320E-09  9.084830E-10  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.268167E-12  1.766400E-11  5.647598E-07  1.150246E-08  1.617641E-09  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.302921E-12  1.775254E-11  5.805062E-07  1.452344E-08  2.726334E-09  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  1.346431E-12  1.806557E-11  5.923285E-07  2.035568E-08  5.969145E-09  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  1.366047E-12  1.826595E-11  5.922532E-07  2.415164E-08  9.008224E-09  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.383324E-12  1.846610E-11  5.874675E-07  2.834258E-08  1.338862E-08  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.399382E-12  1.866788E-11  5.772597E-07  3.308837E-08  1.991085E-08  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.414334E-12  1.886628E-11  5.606876E-07  3.829572E-08  2.947280E-08  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.437738E-12  1.919103E-11  5.145112E-07  4.762170E-08  5.614798E-08  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.449866E-12  1.936396E-11  4.772728E-07  5.243582E-08  7.862078E-08  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  1.460856E-12  1.952234E-11  4.339176E-07  5.612047E-08  1.057566E-07  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.482321E-12  1.983450E-11  3.234015E-07  5.866903E-08  1.776484E-07  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.499791E-12  2.008989E-11  2.204405E-07  5.356884E-08  2.442538E-07  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.515935E-12  2.032615E-11  1.349842E-07  4.345775E-08  2.938945E-07  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  1.532028E-12  2.056153E-11  7.313486E-08  3.144641E-08  3.190150E-07  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  1.546876E-12  2.077839E-11  3.811070E-08  2.153265E-08  3.203825E-07  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  1.562379E-12  2.100440E-11  1.820504E-08  1.374322E-08  3.068275E-07  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  1.576224E-12  2.120585E-11  9.162329E-09  8.976347E-09  2.884464E-07  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.601337E-12  2.157023E-11  2.624631E-09  4.088530E-09  2.525154E-07  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.626641E-12  2.193600E-11  8.191977E-10  1.916978E-09  2.206947E-07  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.652050E-12  2.230193E-11  3.280626E-10  9.902893E-10  1.949027E-07  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.676899E-12  2.265851E-11  1.911499E-10  6.062068E-10  1.747380E-07  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  1.700570E-12  2.299704E-11  1.487230E-10  4.482154E-10  1.590657E-07  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  1.737900E-12  2.352883E-11  1.282374E-10  3.607238E-10  1.393160E-07  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  1.772406E-12  2.401823E-11  1.232733E-10  3.420032E-10  1.247889E-07  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.804136E-12  2.446657E-11  1.223855E-10  3.408385E-10  1.136079E-07  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.835596E-12  2.490960E-11  1.229983E-10  3.445882E-10  1.040395E-07  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.866218E-12  2.533947E-11  1.243016E-10  3.497938E-10  9.585380E-08  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.895325E-12  2.574690E-11  1.258810E-10  3.551997E-10  8.890671E-08  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  1.940816E-12  2.638154E-11  1.286870E-10  3.638568E-10  7.936814E-08  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  1.982999E-12  2.696782E-11  1.314789E-10  3.718711E-10  7.169756E-08  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  2.022800E-12  2.751919E-11  1.342091E-10  3.793605E-10  6.531140E-08  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  2.059903E-12  2.803166E-11  1.368161E-10  3.862662E-10  5.999052E-08  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.115942E-12  2.880310E-11  1.408522E-10  3.965484E-10  5.293375E-08  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  2.168241E-12  2.952038E-11  1.447210E-10  4.059763E-10  4.724566E-08  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  2.217954E-12  3.019992E-11  1.484897E-10  4.147798E-10  4.251323E-08  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  2.266556E-12  3.086224E-11  1.522613E-10  4.232301E-10  3.842850E-08  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  2.313684E-12  3.150258E-11  1.560018E-10  4.312685E-10  3.490909E-08  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  2.360357E-12  3.213497E-11  1.597879E-10  4.390705E-10  3.179604E-08  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.406894E-12  3.276381E-11  1.636449E-10  4.466844E-10  2.901458E-08  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  2.451888E-12  3.337019E-11  1.674525E-10  4.538802E-10  2.659463E-08  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.496345E-12  3.396782E-11  1.712911E-10  4.608224E-10  2.443316E-08  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.541063E-12  3.456741E-11  1.752293E-10  4.676279E-10  2.246339E-08  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.609303E-12  3.547946E-11  1.813885E-10  4.776498E-10  1.980220E-08  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  2.677690E-12  3.638988E-11  1.877430E-10  4.872221E-10  1.749379E-08  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  2.757331E-12  3.744555E-11  1.953721E-10  4.977260E-10  1.518427E-08  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.837960E-12  3.850921E-11  2.033448E-10  5.075948E-10  1.319216E-08  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  2.921206E-12  3.960189E-11  2.118345E-10  5.169052E-10  1.143802E-08  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  3.047780E-12  4.125180E-11  2.252258E-10  5.291772E-10  9.246338E-09  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  3.166651E-12  4.278826E-11  2.382983E-10  5.384145E-10  7.601040E-09  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  3.289041E-12  4.435599E-11  2.521997E-10  5.453616E-10  6.231508E-09  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.402451E-12  4.579458E-11  2.654112E-10  5.492715E-10  5.194785E-09  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  3.512850E-12  4.718104E-11  2.784897E-10  5.505751E-10  4.357853E-09  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  3.623841E-12  4.855999E-11  2.917546E-10  5.492643E-10  3.655804E-09  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  3.727923E-12  4.983836E-11  3.041901E-10  5.455622E-10  3.102105E-09  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  3.904296E-12  5.196887E-11  3.249093E-10  5.337281E-10  2.348935E-09  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  4.006291E-12  5.317826E-11  3.364661E-10  5.237240E-10  1.999308E-09  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  4.107486E-12  5.436032E-11  3.474506E-10  5.115968E-10  1.702985E-09  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  4.284219E-12  5.637788E-11  3.650409E-10  4.855555E-10  1.284632E-09  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  4.418757E-12  5.786976E-11  3.766654E-10  4.621030E-10  1.034597E-09  1.000000E-30  1.000000E-30  1.000000E-30
